cell_id,region_group,center_lat,center_lon,cell_size_km,geojson_file,kelpwatch_csv_file,time_variable,selection_rule,final_filter_after_kelpwatch
cell_001,Northern California,39.525053,-124.017028,10,cell_001.geojson,kelpwatch_cell_001.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_247,Central California,35.179606,-120.714262,10,cell_247.geojson,kelpwatch_cell_247.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_248,Central California,35.180232,-120.604379,10,cell_248.geojson,kelpwatch_cell_248.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_249,Central California,35.087989,-120.932941,10,cell_249.geojson,kelpwatch_cell_249.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_250,Central California,35.088823,-120.823189,10,cell_250.geojson,kelpwatch_cell_250.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_251,Central California,35.089553,-120.713435,10,cell_251.geojson,kelpwatch_cell_251.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_252,Central California,35.090178,-120.603679,10,cell_252.geojson,kelpwatch_cell_252.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_253,Central California,35.0907,-120.493922,10,cell_253.geojson,kelpwatch_cell_253.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_254,Central California,34.998764,-120.822237,10,cell_254.geojson,kelpwatch_cell_254.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_255,Central California,34.999493,-120.71261,10,cell_255.geojson,kelpwatch_cell_255.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_256,Central California,35.000118,-120.602981,10,cell_256.geojson,kelpwatch_cell_256.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_257,Central California,35.000639,-120.49335,10,cell_257.geojson,kelpwatch_cell_257.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_258,Central California,34.908699,-120.821288,10,cell_258.geojson,kelpwatch_cell_258.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_259,Central California,34.909427,-120.711787,10,cell_259.geojson,kelpwatch_cell_259.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_260,Central California,34.910051,-120.602285,10,cell_260.geojson,kelpwatch_cell_260.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_261,Central California,34.910572,-120.492781,10,cell_261.geojson,kelpwatch_cell_261.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_262,Central California,34.910988,-120.383275,10,cell_262.geojson,kelpwatch_cell_262.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_263,Central California,34.818626,-120.82034,10,cell_263.geojson,kelpwatch_cell_263.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_264,Central California,34.819354,-120.710966,10,cell_264.geojson,kelpwatch_cell_264.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_265,Central California,34.819977,-120.60159,10,cell_265.geojson,kelpwatch_cell_265.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_266,Central California,34.820497,-120.492212,10,cell_266.geojson,kelpwatch_cell_266.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_267,Central California,34.820913,-120.382833,10,cell_267.geojson,kelpwatch_cell_267.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_268,Central California,34.729273,-120.710147,10,cell_268.geojson,kelpwatch_cell_268.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_269,Central California,34.729896,-120.600897,10,cell_269.geojson,kelpwatch_cell_269.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_270,Central California,34.730415,-120.491645,10,cell_270.geojson,kelpwatch_cell_270.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_271,Central California,34.730831,-120.382392,10,cell_271.geojson,kelpwatch_cell_271.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_272,Central California,34.639185,-120.709329,10,cell_272.geojson,kelpwatch_cell_272.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_273,Central California,34.639808,-120.600205,10,cell_273.geojson,kelpwatch_cell_273.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_274,Central California,34.640326,-120.491079,10,cell_274.geojson,kelpwatch_cell_274.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_275,Central California,34.640741,-120.381952,10,cell_275.geojson,kelpwatch_cell_275.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_276,Central California,34.54909,-120.708514,10,cell_276.geojson,kelpwatch_cell_276.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_277,Central California,34.549712,-120.599515,10,cell_277.geojson,kelpwatch_cell_277.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_278,Central California,34.550229,-120.490514,10,cell_278.geojson,kelpwatch_cell_278.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_279,Central California,34.550644,-120.381512,10,cell_279.geojson,kelpwatch_cell_279.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_280,Central California,34.550955,-120.27251,10,cell_280.geojson,kelpwatch_cell_280.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_281,Central California,34.458987,-120.7077,10,cell_281.geojson,kelpwatch_cell_281.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_282,Central California,34.459608,-120.598826,10,cell_282.geojson,kelpwatch_cell_282.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_283,Central California,34.460125,-120.489951,10,cell_283.geojson,kelpwatch_cell_283.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_284,Central California,34.460539,-120.381074,10,cell_284.geojson,kelpwatch_cell_284.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_285,Central California,34.460849,-120.272197,10,cell_285.geojson,kelpwatch_cell_285.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
