cell_id,region_group,center_lat,center_lon,cell_size_km,geojson_file,kelpwatch_csv_file,time_variable,selection_rule,final_filter_after_kelpwatch,kelpwatch_csv_exists,kelpwatch_csv_rows,kelpwatch_has_required_columns,kelpwatch_has_quarter_max,historic_footprint_cells,has_historic_kelp_footprint,passes_initial_filter,passes_robustness_filter_500,n_years_total,n_years_with_positive_kelp,first_positive_kelp_year,last_positive_kelp_year,max_growing_season_kelp_area_m2,mean_growing_season_kelp_area_m2,median_growing_season_kelp_area_m2,p25_growing_season_kelp_area_m2,p75_growing_season_kelp_area_m2,historical_p25_kelp_area_m2,historical_mean_kelp_area_m2,historical_max_kelp_area_m2,latest_year,latest_growing_season_kelp_area_m2,latest_vs_historical_p25,latest_vs_historical_mean_ratio,mean_count_cells_no_clouds_max,min_count_cells_no_clouds_max,mean_cloud_free_fraction,n_missing_or_empty_max_rows,summary_error
cell_001,Northern California,39.525053,-124.017028,10,cell_001.geojson,kelpwatch_cell_001.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_152,Central California,36.783689,-122.075923,10,cell_152.geojson,kelpwatch_cell_152.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_153,Central California,36.785606,-121.963744,10,cell_153.geojson,kelpwatch_cell_153.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_154,Central California,36.787416,-121.85156,10,cell_154.geojson,kelpwatch_cell_154.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_155,Central California,36.78912,-121.73937,10,cell_155.geojson,kelpwatch_cell_155.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_156,Central California,36.691718,-122.18551,10,cell_156.geojson,kelpwatch_cell_156.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_157,Central California,36.693738,-122.07347,10,cell_157.geojson,kelpwatch_cell_157.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_158,Central California,36.695653,-121.961423,10,cell_158.geojson,kelpwatch_cell_158.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_159,Central California,36.697461,-121.849371,10,cell_159.geojson,kelpwatch_cell_159.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_160,Central California,36.699163,-121.737314,10,cell_160.geojson,kelpwatch_cell_160.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_161,Central California,36.603784,-122.071022,10,cell_161.geojson,kelpwatch_cell_161.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_162,Central California,36.605697,-121.959107,10,cell_162.geojson,kelpwatch_cell_162.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,6773,true,true,true,42,42,1984,2025,2039083,869582.285714,828918,308575.25,1301656.75,308575.25,869582.285714,2039083,2025,159363,-149212.25,0.183264,6668.357143,3104,0.98455,0,
cell_163,Central California,36.607503,-121.847188,10,cell_163.geojson,kelpwatch_cell_163.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,650,true,true,true,42,42,1984,2025,124421,40502.738095,37123.5,19960.25,59983,19960.25,40502.738095,124421,2025,62667,42706.75,1.547229,649.47619,631,0.999194,0,
cell_164,Central California,36.609203,-121.735263,10,cell_164.geojson,kelpwatch_cell_164.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_165,Central California,36.513827,-122.06858,10,cell_165.geojson,kelpwatch_cell_165.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_166,Central California,36.515737,-121.956797,10,cell_166.geojson,kelpwatch_cell_166.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,5731,true,true,true,42,42,1984,2025,2289513,1343905.833333,1348395,825271,1921251.5,825271,1343905.833333,2289513,2025,384998,-440273,0.286477,5667.357143,4718,0.988895,0,
cell_167,Central California,36.517541,-121.845009,10,cell_167.geojson,kelpwatch_cell_167.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_168,Central California,36.519239,-121.733216,10,cell_168.geojson,kelpwatch_cell_168.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_169,Central California,36.423867,-122.066143,10,cell_169.geojson,kelpwatch_cell_169.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_170,Central California,36.425775,-121.954492,10,cell_170.geojson,kelpwatch_cell_170.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,3537,true,true,true,42,42,1984,2025,1696838,771349.47619,801067.5,378443.25,1142779.5,378443.25,771349.47619,1696838,2025,28644,-349799.25,0.037135,3508,3151,0.991801,0,
cell_171,Central California,36.427577,-121.842836,10,cell_171.geojson,kelpwatch_cell_171.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_172,Central California,36.429273,-121.731175,10,cell_172.geojson,kelpwatch_cell_172.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_173,Central California,36.333903,-122.063713,10,cell_173.geojson,kelpwatch_cell_173.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_174,Central California,36.335809,-121.952193,10,cell_174.geojson,kelpwatch_cell_174.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,3104,true,true,true,42,42,1984,2025,1026121,471188.095238,401427,258001.5,665577.75,258001.5,471188.095238,1026121,2025,110971,-147030.5,0.235513,3084.785714,2879,0.99381,0,
cell_175,Central California,36.337609,-121.840668,10,cell_175.geojson,kelpwatch_cell_175.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,1171,true,true,true,42,42,1984,2025,379785,218343.904762,219497,181766.5,265219,181766.5,218343.904762,379785,2025,190611,8844.5,0.872985,1165.047619,1038,0.994917,0,
cell_176,Central California,36.339303,-121.729138,10,cell_176.geojson,kelpwatch_cell_176.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_177,Central California,36.340891,-121.617603,10,cell_177.geojson,kelpwatch_cell_177.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_178,Central California,36.243935,-122.061288,10,cell_178.geojson,kelpwatch_cell_178.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_179,Central California,36.245839,-121.949899,10,cell_179.geojson,kelpwatch_cell_179.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,313,true,true,false,42,42,1984,2025,196210,69999.285714,67263,29191.25,98373.5,29191.25,69999.285714,196210,2025,7918,-21273.25,0.113115,313,313,1,0,
cell_180,Central California,36.247637,-121.838505,10,cell_180.geojson,kelpwatch_cell_180.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,7367,true,true,true,42,42,1984,2025,3696384,2074398.857143,2068887,1650607,2691866.5,1650607,2074398.857143,3696384,2025,1316872,-333735,0.634821,7362.809524,7245,0.999431,0,
cell_181,Central California,36.249329,-121.727106,10,cell_181.geojson,kelpwatch_cell_181.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,1105,true,true,true,42,42,1984,2025,544768,306058.52381,336999,218555.25,387325.25,218555.25,306058.52381,544768,2025,293274,74718.75,0.958228,1103.571429,1068,0.998707,0,
cell_182,Central California,36.250915,-121.615702,10,cell_182.geojson,kelpwatch_cell_182.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_183,Central California,36.155865,-121.94761,10,cell_183.geojson,kelpwatch_cell_183.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_184,Central California,36.157661,-121.836347,10,cell_184.geojson,kelpwatch_cell_184.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_185,Central California,36.159351,-121.725079,10,cell_185.geojson,kelpwatch_cell_185.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,1570,true,true,true,42,42,1984,2025,825113,485924.142857,486227,319484.75,665667.75,319484.75,485924.142857,825113,2025,138639,-180845.75,0.28531,1557.071429,1164,0.991765,0,
cell_186,Central California,36.160936,-121.613805,10,cell_186.geojson,kelpwatch_cell_186.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,2557,true,true,true,42,42,1984,2025,1273590,645240.190476,663524.5,259198,938584,259198,645240.190476,1273590,2025,148569,-110629,0.230254,2554.619048,2508,0.999069,0,
cell_187,Central California,36.162415,-121.502528,10,cell_187.geojson,kelpwatch_cell_187.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_188,Central California,36.065887,-121.945327,10,cell_188.geojson,kelpwatch_cell_188.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_189,Central California,36.067681,-121.834194,10,cell_189.geojson,kelpwatch_cell_189.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_190,Central California,36.069369,-121.723056,10,cell_190.geojson,kelpwatch_cell_190.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_191,Central California,36.070952,-121.611913,10,cell_191.geojson,kelpwatch_cell_191.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,3592,true,true,true,42,42,1984,2025,1750494,911823.428571,930713,438286.25,1249166.5,438286.25,911823.428571,1750494,2025,408667,-29619.25,0.448187,3572.833333,3190,0.994664,0,
cell_192,Central California,36.072429,-121.500766,10,cell_192.geojson,kelpwatch_cell_192.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_193,Central California,36.073801,-121.389615,10,cell_193.geojson,kelpwatch_cell_193.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_194,Central California,35.977696,-121.832046,10,cell_194.geojson,kelpwatch_cell_194.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_195,Central California,35.979383,-121.721038,10,cell_195.geojson,kelpwatch_cell_195.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_196,Central California,35.980964,-121.610026,10,cell_196.geojson,kelpwatch_cell_196.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,2529,true,true,true,42,42,1984,2025,1064979,333524.690476,310453.5,110758.25,469037.25,110758.25,333524.690476,1064979,2025,108465,-2293.25,0.325208,2523.404762,2393,0.997788,0,
cell_197,Central California,35.982439,-121.499009,10,cell_197.geojson,kelpwatch_cell_197.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,2628,true,true,true,42,42,1984,2025,1193977,534956.761905,493301.5,337283.25,726824.25,337283.25,534956.761905,1193977,2025,261145,-76138.25,0.488161,2617.02381,2554,0.995823,0,
cell_198,Central California,35.98381,-121.387988,10,cell_198.geojson,kelpwatch_cell_198.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_199,Central California,35.985074,-121.276963,10,cell_199.geojson,kelpwatch_cell_199.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_200,Central California,35.889392,-121.719025,10,cell_200.geojson,kelpwatch_cell_200.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_201,Central California,35.890971,-121.608143,10,cell_201.geojson,kelpwatch_cell_201.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_202,Central California,35.892445,-121.497255,10,cell_202.geojson,kelpwatch_cell_202.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,2824,true,true,true,42,42,1984,2025,1088617,475364.333333,445052.5,246723.25,697920.75,246723.25,475364.333333,1088617,2025,170448,-76275.25,0.358563,2820.571429,2748,0.998786,0,
cell_203,Central California,35.893814,-121.386364,10,cell_203.geojson,kelpwatch_cell_203.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,763,true,true,true,42,42,1984,2025,472078,185208.547619,167710.5,78397.5,272090,78397.5,185208.547619,472078,2025,198341,119943.5,1.070906,762.642857,749,0.999532,0,
cell_204,Central California,35.895077,-121.275469,10,cell_204.geojson,kelpwatch_cell_204.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_205,Central California,35.800973,-121.606264,10,cell_205.geojson,kelpwatch_cell_205.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_206,Central California,35.802446,-121.495506,10,cell_206.geojson,kelpwatch_cell_206.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_207,Central California,35.803813,-121.384744,10,cell_207.geojson,kelpwatch_cell_207.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,3124,true,true,true,42,42,1984,2025,1655484,571639.690476,435975,245278.5,846640.75,245278.5,571639.690476,1655484,2025,591422,346143.5,1.034606,3123.928571,3121,0.999977,0,
cell_208,Central California,35.805075,-121.273979,10,cell_208.geojson,kelpwatch_cell_208.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_209,Central California,35.806232,-121.163209,10,cell_209.geojson,kelpwatch_cell_209.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_210,Central California,35.710971,-121.604389,10,cell_210.geojson,kelpwatch_cell_210.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_211,Central California,35.712442,-121.493761,10,cell_211.geojson,kelpwatch_cell_211.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_212,Central California,35.713807,-121.383128,10,cell_212.geojson,kelpwatch_cell_212.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,50,true,true,false,42,21,1989,2025,18527,1511.166667,8.5,0,228.75,0,1511.166667,18527,2025,3777,,2.499393,50,50,1,0,
cell_213,Central California,35.715068,-121.272492,10,cell_213.geojson,kelpwatch_cell_213.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,3021,true,true,true,42,42,1984,2025,480071,130758.357143,100798.5,43870.75,190950,43870.75,130758.357143,480071,2025,137730,93859.25,1.053317,3020.619048,3006,0.999874,0,
cell_214,Central California,35.716224,-121.161852,10,cell_214.geojson,kelpwatch_cell_214.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_215,Central California,35.717274,-121.051209,10,cell_215.geojson,kelpwatch_cell_215.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_216,Central California,35.622432,-121.49202,10,cell_216.geojson,kelpwatch_cell_216.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_217,Central California,35.623796,-121.381516,10,cell_217.geojson,kelpwatch_cell_217.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_218,Central California,35.625056,-121.271008,10,cell_218.geojson,kelpwatch_cell_218.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,5084,true,true,true,42,42,1984,2025,2106649,836870.214286,731696.5,463209.75,1076340.25,463209.75,836870.214286,2106649,2025,763845,300635.25,0.91274,5082.333333,5031,0.999672,0,
cell_219,Central California,35.62621,-121.160498,10,cell_219.geojson,kelpwatch_cell_219.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,4971,true,true,true,42,42,1984,2025,2367603,1040258.428571,919411,678814.75,1452457.5,678814.75,1040258.428571,2367603,2025,665484,-13330.75,0.639729,4970.666667,4957,0.999933,0,
cell_220,Central California,35.627259,-121.049983,10,cell_220.geojson,kelpwatch_cell_220.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_221,Central California,35.628204,-120.939467,10,cell_221.geojson,kelpwatch_cell_221.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_222,Central California,35.53378,-121.379907,10,cell_222.geojson,kelpwatch_cell_222.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_223,Central California,35.535038,-121.269529,10,cell_223.geojson,kelpwatch_cell_223.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_224,Central California,35.536191,-121.159146,10,cell_224.geojson,kelpwatch_cell_224.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,2505,true,true,true,42,42,1984,2025,1676349,375963.571429,277619,146724,507826.75,146724,375963.571429,1676349,2025,182915,36191,0.486523,2505,2505,1,0,
cell_225,Central California,35.537239,-121.048761,10,cell_225.geojson,kelpwatch_cell_225.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,5337,true,true,true,42,42,1984,2025,3045242,802520.642857,648517,268803.5,1147645,268803.5,802520.642857,3045242,2025,324239,55435.5,0.404026,5337,5337,1,0,
cell_226,Central California,35.538183,-120.938373,10,cell_226.geojson,kelpwatch_cell_226.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
